Imagen,Checkpoint_ID,Lat_Real,Lon_Real,Pred_Lat,Pred_Lon,Error_Metros,Status
Imagen_7.jpg,8,-7.205,-78.478889,-7.204513342878974,-78.47857172315612,64.45,Hit
Imagen_7.jpg,9,-7.1925,-78.481389,-7.192473341803695,-78.48178066135542,43.31,Hit
Imagen_7.jpg,10,-7.198056,-78.475,-7.197864579242961,-78.47496464608446,21.64,Hit
Imagen_8.jpg,1,-7.210833,-78.4025,-7.211074710980797,-78.4030314337024,64.49,Hit
Imagen_8.jpg,2,-7.2075,-78.396944,-7.2075550299926565,-78.39700458927042,9.06,Hit
Imagen_8.jpg,3,-7.207222,-78.398056,-7.2070521183598295,-78.39826102234233,29.47,Hit
Imagen_8.jpg,4,-7.206944,-78.4,-7.206888044673658,-78.40008287480316,11.06,Hit
Imagen_8.jpg,5,-7.206667,-78.396667,-7.206504300721175,-78.39687595135321,29.3,Hit
Imagen_8.jpg,6,-7.206389,-78.397222,-7.20597032180981,-78.39754076482242,58.34,Hit
Imagen_8.jpg,7,-7.241944,-78.448333,-7.2423720827618805,-78.44825417589946,48.39,Hit
Imagen_8.jpg,8,-7.233056,-78.446111,-7.233476511389234,-78.44526938735862,103.95,Hit
Imagen_8.jpg,9,-7.228889,-78.449444,-7.229041767906136,-78.44996516602589,59.95,Hit
Imagen_8.jpg,10,-7.206111,-78.395556,-7.205919641094553,-78.3957082561685,27.11,Hit
Imagen_9.jpg,1,-7.209444,-78.400833,-7.209636976433482,-78.40118797480666,44.65,Hit
Imagen_9.jpg,2,-7.207222,-78.398056,-7.20727711265997,-78.39824424806365,21.65,Hit
Imagen_9.jpg,3,-7.206389,-78.397222,-7.206519877238108,-78.39715740439462,16.2,Hit
Imagen_9.jpg,4,-7.2075,-78.399722,-7.207899693876738,-78.39924741136655,68.68,Hit
Imagen_9.jpg,5,-7.241944,-78.448333,-7.24259612664882,-78.44908071694013,109.82,Hit
Imagen_9.jpg,6,-7.240833,-78.453056,-7.241339473760034,-78.4537617508721,96.08,Hit
Imagen_9.jpg,7,-7.234722,-78.44,-7.235536685833365,-78.44098842960258,141.76,Hit
Imagen_9.jpg,8,-7.244167,-78.428611,-7.245459628709827,-78.42953717067557,176.34,Hit
Imagen_9.jpg,9,-7.228889,-78.449444,-7.229196686248569,-78.45098798243474,173.72,Hit
Imagen_9.jpg,10,-7.238889,-78.470278,-7.23890506513643,-78.47018619777813,10.28,Hit
Imagen_10.jpg,1,-7.205556,-78.388889,-7.205518306089647,-78.38886328544,5.06,Hit
Imagen_10.jpg,2,-7.201389,-78.387778,-7.201507865833206,-78.3878632663192,16.22,Hit
Imagen_10.jpg,3,-7.199722,-78.383889,-7.199808805069364,-78.38399519298063,15.18,Hit
Imagen_10.jpg,4,-7.197778,-78.384167,-7.198141939709029,-78.38426684501721,41.94,Hit
Imagen_10.jpg,5,-7.2025,-78.388056,-7.202315104420724,-78.3878316404597,32.18,Hit
Imagen_10.jpg,6,-7.201389,-78.388889,-7.201246897383701,-78.38867529879496,28.38,Hit
Imagen_10.jpg,7,-7.202778,-78.385833,-7.201989432740479,-78.38485185886526,139.3,Hit
Imagen_10.jpg,8,-7.203333,-78.391111,-7.203127407992695,-78.39104190313391,24.1,Hit
Imagen_10.jpg,9,-7.192222,-78.385278,-7.192343588365319,-78.38513934856907,20.41,Hit
Imagen_10.jpg,10,-7.176389,-78.389167,-7.175650310958314,-78.38923179979962,82.45,Hit
