f1_score,iou_binary,loss,mean_iou,precision,recall,val_f1_score,val_iou_binary,val_loss,val_mean_iou,val_precision,val_recall,learning_rate
0.42480728030204773,0.26968589425086975,0.36727476119995117,0.51735520362854,0.29683423042297363,0.7467519640922546,0.0,1.1377040768625803e-14,0.4786372780799866,0.4413814842700958,0.0,0.0,0.0010000000474974513
0.4902886748313904,0.32475656270980835,0.32255712151527405,0.4936361014842987,0.3630799353122711,0.7547087669372559,0.0,1.1377040768625803e-14,0.5178951025009155,0.4413814842700958,0.0,0.0,0.0010000000474974513
0.4984080493450165,0.3319198191165924,0.31853437423706055,0.48165562748908997,0.38347434997558594,0.711723804473877,0.2747723460197449,0.1592673361301422,0.43491873145103455,0.4413814842700958,0.3582541048526764,0.22284436225891113,0.0010000000474974513
0.5519078969955444,0.38112765550613403,0.2944381833076477,0.4697059094905853,0.44447237253189087,0.7278369665145874,0.35574081540107727,0.21635329723358154,0.5810784101486206,0.4413814842700958,0.2927703261375427,0.45322227478027344,0.0010000000474974513
0.5636895895004272,0.39245668053627014,0.28036636114120483,0.46497979760169983,0.4577556848526001,0.7334173321723938,0.1828153431415558,0.1006036326289177,0.620293378829956,0.4413814842700958,0.33061760663986206,0.1263366937637329,0.0010000000474974513
0.5894144773483276,0.4178510010242462,0.2649186849594116,0.4667816162109375,0.4955131709575653,0.727226197719574,0.5046766400337219,0.33750349283218384,0.32861489057540894,0.4413814842700958,0.35651102662086487,0.8635799288749695,0.0010000000474974513
0.6040024161338806,0.4326672852039337,0.2590465247631073,0.46830952167510986,0.506786584854126,0.7473686933517456,0.5103469491004944,0.3425945043563843,0.32918453216552734,0.46099159121513367,0.35974374413490295,0.8778507709503174,0.0010000000474974513
0.610014021396637,0.43886348605155945,0.2515888214111328,0.46323665976524353,0.5197219848632812,0.738275945186615,0.4521245062351227,0.2920936644077301,0.4654516577720642,0.4441036581993103,0.5509392619132996,0.3833654224872589,0.0010000000474974513
0.6346684098243713,0.4648456573486328,0.24362042546272278,0.46705058217048645,0.5446122288703918,0.7604084014892578,0.4419776201248169,0.28367865085601807,0.34098929166793823,0.5994973182678223,0.2881690263748169,0.9479301571846008,0.0010000000474974513
0.6388739347457886,0.4693717956542969,0.23411007225513458,0.4676147401332855,0.5576491355895996,0.7477948069572449,0.3455081284046173,0.20883040130138397,0.36933884024620056,0.5094530582427979,0.21039916574954987,0.9655264019966125,0.0010000000474974513
0.6749007105827332,0.5093209147453308,0.21834206581115723,0.4639870226383209,0.6091803908348083,0.7565162181854248,0.5296326279640198,0.3602043390274048,0.2940470278263092,0.46945032477378845,0.37009069323539734,0.9309583306312561,0.00020000000949949026
0.6974542140960693,0.5354548096656799,0.2041192352771759,0.4651887118816376,0.6452402472496033,0.7588628530502319,0.5935579538345337,0.422028124332428,0.2674191892147064,0.47023695707321167,0.4412531852722168,0.9064227938652039,0.00020000000949949026
0.7009230256080627,0.5395547151565552,0.20090101659297943,0.4699556231498718,0.6436135768890381,0.7694362998008728,0.646938145160675,0.4781290292739868,0.2405180186033249,0.46391087770462036,0.5076653957366943,0.8915165066719055,0.00020000000949949026
0.7174591422080994,0.5594044923782349,0.1935456097126007,0.4707706868648529,0.6738420724868774,0.7671137452125549,0.6589334607124329,0.491350382566452,0.2286517471075058,0.4650420546531677,0.5225924253463745,0.8915274143218994,0.00020000000949949026
0.7227923274040222,0.5659160614013672,0.18645629286766052,0.4791841208934784,0.682462751865387,0.768187940120697,0.6725124716758728,0.5066055655479431,0.22210906445980072,0.4679886996746063,0.5361793041229248,0.9018153548240662,0.00020000000949949026
0.7362576723098755,0.5826012492179871,0.18482621014118195,0.4747970998287201,0.6955593824386597,0.7820148468017578,0.6618899703025818,0.49464550614356995,0.23381288349628448,0.451023131608963,0.5260409116744995,0.8923336267471313,0.00020000000949949026
0.7371262907981873,0.5836896300315857,0.1832970678806305,0.4748702645301819,0.693899393081665,0.7860968112945557,0.7327567338943481,0.5782290697097778,0.21157695353031158,0.4449405372142792,0.6754503846168518,0.8006886839866638,0.00020000000949949026
0.7565513253211975,0.6084302067756653,0.16686512529850006,0.4749174118041992,0.7189877033233643,0.7982565760612488,0.7490525841712952,0.5987882614135742,0.1906324177980423,0.45403531193733215,0.6641528606414795,0.8588395118713379,0.00020000000949949026
0.7693248391151428,0.6251243352890015,0.15701796114444733,0.4766167998313904,0.7281081676483154,0.8154881000518799,0.7419480681419373,0.5897595286369324,0.1879730224609375,0.44563111662864685,0.6489868760108948,0.8659934997558594,0.00020000000949949026
0.7663352489471436,0.6211859583854675,0.16590408980846405,0.47810399532318115,0.7229485511779785,0.8152620792388916,0.6576380729675293,0.48991116881370544,0.21460364758968353,0.4599152207374573,0.513634443283081,0.9138458967208862,0.00020000000949949026
0.7711669206619263,0.6275603771209717,0.16226859390735626,0.47405821084976196,0.7279549241065979,0.819832980632782,0.7766974568367004,0.6349185705184937,0.16520419716835022,0.4449944794178009,0.697333574295044,0.8764462471008301,0.00020000000949949026
0.7800337076187134,0.6393896341323853,0.14706051349639893,0.4730978012084961,0.7362010478973389,0.8294164538383484,0.7865079045295715,0.6481360197067261,0.16856959462165833,0.4469591975212097,0.7409424185752869,0.8380450010299683,0.00020000000949949026
0.8001879453659058,0.6669279932975769,0.1355653703212738,0.4818566143512726,0.7628030180931091,0.841426432132721,0.723698616027832,0.5670281052589417,0.20782677829265594,0.4664808511734009,0.6302620768547058,0.8496614098548889,0.00020000000949949026
0.7938756346702576,0.6582038402557373,0.1432521641254425,0.4752676784992218,0.7536426782608032,0.8386467099189758,0.7940387725830078,0.6584282517433167,0.1664210706949234,0.45290595293045044,0.7665694355964661,0.8235501646995544,0.00020000000949949026
0.8025532364845276,0.6702204346656799,0.1365715116262436,0.4705958664417267,0.763583779335022,0.8457143306732178,0.7990100383758545,0.6652929782867432,0.15354149043560028,0.4465343952178955,0.7401152849197388,0.86808842420578,0.00020000000949949026
0.8133428692817688,0.6854068040847778,0.1263228952884674,0.482228547334671,0.7813412547111511,0.8480779528617859,0.7698885202407837,0.6258689165115356,0.17314974963665009,0.46075236797332764,0.6752237677574158,0.8954249620437622,0.00020000000949949026
0.8161250352859497,0.6893678903579712,0.12787297368049622,0.47738581895828247,0.7800241708755493,0.8557298183441162,0.7835474014282227,0.6441249251365662,0.15409217774868011,0.47397947311401367,0.698537290096283,0.8921155333518982,0.00020000000949949026
0.8124985694885254,0.6842086315155029,0.13154493272304535,0.47913074493408203,0.7717015743255615,0.8578500151634216,0.8095616698265076,0.6800534725189209,0.1495838761329651,0.4497462511062622,0.7623378038406372,0.8630226850509644,0.00020000000949949026
0.8251007199287415,0.7022735476493835,0.12169179320335388,0.48251503705978394,0.7867148518562317,0.867424726486206,0.790019154548645,0.652918815612793,0.16328702867031097,0.45255231857299805,0.748261034488678,0.8367137312889099,0.00020000000949949026
0.8201073408126831,0.6950698494911194,0.12257806211709976,0.47731438279151917,0.7804087996482849,0.8640614151954651,0.8155731558799744,0.6885805130004883,0.14653362333774567,0.45334601402282715,0.7849555015563965,0.8486763834953308,0.00020000000949949026
0.8281736373901367,0.7067373991012573,0.1190919503569603,0.47819197177886963,0.7922168374061584,0.8675497770309448,0.8090534210205078,0.6793364882469177,0.14817385375499725,0.4801766574382782,0.72030109167099,0.9227508306503296,0.00020000000949949026
0.8325849771499634,0.713187038898468,0.11583494395017624,0.48582184314727783,0.7944860458374023,0.8745222091674805,0.7871565818786621,0.6490175724029541,0.1465500146150589,0.4706977903842926,0.691493570804596,0.9135379195213318,0.00020000000949949026
0.8359808921813965,0.7181850671768188,0.1130366250872612,0.47515806555747986,0.7988505959510803,0.876731276512146,0.8072418570518494,0.6767860054969788,0.15315945446491241,0.45815309882164,0.7307032346725464,0.9016910195350647,0.00020000000949949026
0.8430346846580505,0.7286604046821594,0.10765968263149261,0.47772395610809326,0.8106618523597717,0.8781006336212158,0.8336588144302368,0.7147641181945801,0.12547428905963898,0.455582857131958,0.7831931114196777,0.8910760879516602,4.0000002627493814e-05
0.8508793711662292,0.7404613494873047,0.10022067278623581,0.4733790159225464,0.8151283264160156,0.8899102807044983,0.8328062295913696,0.71351158618927,0.12349920719861984,0.46342581510543823,0.7745939493179321,0.9004791378974915,4.0000002627493814e-05
0.8518857359886169,0.7419869899749756,0.1025620847940445,0.4708329737186432,0.8178946375846863,0.8888249397277832,0.8373699188232422,0.7202377319335938,0.12325678765773773,0.4483484923839569,0.7988438606262207,0.8798004388809204,4.0000002627493814e-05
0.8519049882888794,0.7420161366462708,0.10452615469694138,0.4687906503677368,0.8190160989761353,0.8875459432601929,0.8356785774230957,0.7177388072013855,0.12118543684482574,0.4563683271408081,0.7839285731315613,0.8947440385818481,4.0000002627493814e-05
0.8548035025596619,0.7464253902435303,0.1029760092496872,0.47176674008369446,0.8232156038284302,0.8889123797416687,0.8375040292739868,0.7204362154006958,0.12270750105381012,0.45067429542541504,0.7969357371330261,0.8824242949485779,4.0000002627493814e-05
0.8565042018890381,0.7490225434303284,0.10005471110343933,0.47051870822906494,0.8275120854377747,0.8876016736030579,0.8333597779273987,0.7143246531486511,0.12122061848640442,0.45747849345207214,0.7720723748207092,0.9052162766456604,4.0000002627493814e-05
0.8584727048873901,0.7520387768745422,0.09724728763103485,0.4656221270561218,0.8261368274688721,0.8934431076049805,0.8393539190292358,0.7231782078742981,0.12022402882575989,0.45070675015449524,0.7877200841903687,0.8982316851615906,4.0000002627493814e-05
0.8580060601234436,0.751322865486145,0.09816295653581619,0.4700893461704254,0.8244267702102661,0.8944369554519653,0.8404545187950134,0.7248138785362244,0.11905204504728317,0.4478719234466553,0.8026729226112366,0.8819686770439148,4.0000002627493814e-05
0.8563529849052429,0.7487912774085999,0.09983622282743454,0.4685375392436981,0.8250205516815186,0.8901594281196594,0.8401415348052979,0.7243483662605286,0.11861462146043777,0.4512668251991272,0.7980281710624695,0.8869473934173584,4.0000002627493814e-05
0.8599996566772461,0.7543857097625732,0.09583401679992676,0.46955156326293945,0.8255038857460022,0.8975042700767517,0.8395456671714783,0.7234629988670349,0.1181979700922966,0.44918474555015564,0.7987005710601807,0.8847935795783997,4.0000002627493814e-05
0.8605471253395081,0.7552284002304077,0.09668846428394318,0.46617579460144043,0.828860342502594,0.8947529792785645,0.837007999420166,0.719702422618866,0.11812238395214081,0.4560996890068054,0.7816552519798279,0.9007980227470398,4.0000002627493814e-05
0.8598660826683044,0.7541801333427429,0.09661664813756943,0.4672921597957611,0.8237020373344421,0.8993515372276306,0.8421383500099182,0.7273221611976624,0.11577103286981583,0.45132073760032654,0.7992994785308838,0.8898293972015381,8.000000889296643e-06
0.8608729839324951,0.7557305693626404,0.09440279752016068,0.4666609466075897,0.8270883560180664,0.8975353837013245,0.8427760004997253,0.7282739877700806,0.11457289755344391,0.45185479521751404,0.7961194515228271,0.8952417969703674,8.000000889296643e-06
