f1_score,iou_binary,loss,mean_iou,precision,recall,val_f1_score,val_iou_binary,val_loss,val_mean_iou,val_precision,val_recall
0.6330745816230774,0.4631377160549164,0.46928220987319946,0.4081711769104004,0.5503098964691162,0.7451414465904236,0.0,7.313830496910503e-15,0.7330647110939026,0.4130711257457733,0.0,0.0
0.7811498641967773,0.6408911347389221,0.3021116554737091,0.4081711769104004,0.7920472025871277,0.770548403263092,0.0,7.313830496910503e-15,0.6902199983596802,0.4130711257457733,0.0,0.0
0.8221280574798584,0.697977602481842,0.2548978626728058,0.4081711769104004,0.8251187801361084,0.819159209728241,0.0,7.313830496910503e-15,0.7235289812088013,0.4130711257457733,0.0,0.0
0.8464261293411255,0.7337429523468018,0.22497037053108215,0.4081711769104004,0.8474898934364319,0.8453652262687683,0.0,7.313830496910503e-15,0.8811904788017273,0.4130711257457733,0.0,0.0
0.8588728308677673,0.7526533603668213,0.20960290729999542,0.4081711769104004,0.8610079288482666,0.8567484617233276,0.0,7.313830496910503e-15,1.0558007955551147,0.4130711257457733,0.0,0.0
0.8673543334007263,0.7657772898674011,0.1987752467393875,0.4081711769104004,0.8667591214179993,0.867950439453125,0.0,7.313830496910503e-15,1.1446865797042847,0.4130711257457733,0.0,0.0
0.873816728591919,0.7759097218513489,0.18959762156009674,0.4081711769104004,0.8732184171676636,0.874415934085846,0.0,7.313830496910503e-15,1.1526721715927124,0.4130711257457733,0.0,0.0
0.885102391242981,0.793886661529541,0.17606975138187408,0.40817150473594666,0.8854489922523499,0.8847561478614807,0.0,7.313830496910503e-15,1.2041916847229004,0.4130711257457733,0.0,0.0
0.8904622197151184,0.8025528192520142,0.16905462741851807,0.4081711769104004,0.8899542093276978,0.8909709453582764,0.0,7.313830496910503e-15,1.2555924654006958,0.4130711257457733,0.0,0.0
0.8967812061309814,0.8128769397735596,0.16067999601364136,0.40818896889686584,0.8968411087989807,0.896721363067627,0.0,7.313830496910503e-15,1.266943097114563,0.4130711257457733,0.0,0.0
0.9003262519836426,0.8187217116355896,0.1557646542787552,0.4081711769104004,0.9004035592079163,0.9002491235733032,0.0,7.313830496910503e-15,1.300711989402771,0.4130711257457733,0.0,0.0
0.904491662979126,0.8256364464759827,0.14973749220371246,0.4081719219684601,0.9041699171066284,0.904813826084137,0.0,7.313830496910503e-15,1.3268436193466187,0.4130711257457733,0.0,0.0
0.9105163812637329,0.8357323408126831,0.14292526245117188,0.40817633271217346,0.9097180366516113,0.9113163352012634,0.0,7.313830496910503e-15,1.3392157554626465,0.4130711257457733,0.0,0.0
0.9141006469726562,0.8417916893959045,0.13741427659988403,0.40818142890930176,0.9134580492973328,0.9147443771362305,0.0,7.313830496910503e-15,1.342300295829773,0.4130711257457733,0.0,0.0
0.9162453413009644,0.845436155796051,0.133954718708992,0.40821993350982666,0.9153757095336914,0.9171167612075806,0.0,7.313830496910503e-15,1.373311996459961,0.4130711257457733,0.0,0.0
0.918131411075592,0.8486535549163818,0.13209174573421478,0.4082251191139221,0.9183248281478882,0.9179381728172302,0.0,7.313830496910503e-15,1.366098403930664,0.4130711257457733,0.0,0.0
0.9227932691574097,0.8566538691520691,0.1260640174150467,0.4082208275794983,0.9216845035552979,0.9239047765731812,0.0,7.313830496910503e-15,1.3802297115325928,0.4130711257457733,0.0,0.0
0.9262268543243408,0.8625909686088562,0.12098033726215363,0.4082162082195282,0.9252555966377258,0.9272002577781677,0.0,7.313830496910503e-15,1.4133890867233276,0.4130711257457733,0.0,0.0
0.9257401823997498,0.8617475032806396,0.12133719027042389,0.40819045901298523,0.9248313903808594,0.9266509413719177,0.0,7.313830496910503e-15,1.406543254852295,0.4130711257457733,0.0,0.0
0.9269828200340271,0.8639029860496521,0.1192425936460495,0.40821000933647156,0.9262687563896179,0.927698016166687,0.0,7.313830496910503e-15,1.4253008365631104,0.4130711257457733,0.0,0.0
0.9300881624221802,0.8693132400512695,0.11453396081924438,0.4082324504852295,0.9288493394851685,0.9313305020332336,0.0,7.313830496910503e-15,1.407745361328125,0.4130711257457733,0.0,0.0
0.933643102645874,0.875545084476471,0.11044683307409286,0.4083724319934845,0.9336889982223511,0.9335973262786865,0.0,7.313830496910503e-15,1.3922845125198364,0.4130711257457733,0.0,0.0
0.9349142909049988,0.8777831792831421,0.1079472228884697,0.40829068422317505,0.9337950944900513,0.936036229133606,0.0,7.313830496910503e-15,1.4092528820037842,0.4130711257457733,0.0,0.0
0.9373798966407776,0.8821408152580261,0.10510917007923126,0.4083641767501831,0.9361121654510498,0.9386512041091919,0.0,7.313830496910503e-15,1.4134336709976196,0.4130711257457733,0.0,0.0
0.9370955228805542,0.8816365599632263,0.10458508878946304,0.40828636288642883,0.9367425441741943,0.9374487996101379,0.0,7.313830496910503e-15,1.4306297302246094,0.4130711257457733,0.0,0.0
0.9383550882339478,0.8838686943054199,0.10265397280454636,0.40835627913475037,0.9371679425239563,0.9395453333854675,0.0,7.313830496910503e-15,1.3920860290527344,0.4130711257457733,0.0,0.0
0.9402777552604675,0.8872871994972229,0.09995049238204956,0.4082653820514679,0.9395717978477478,0.9409849643707275,3.656908120319713e-06,1.8284575844518258e-06,1.393941879272461,0.4130711257457733,1.0,1.8284575844518258e-06
0.942453145980835,0.8911694884300232,0.09710069745779037,0.40827351808547974,0.9411304593086243,0.9437796473503113,0.00021003038273192942,0.00010502622899366543,1.3753939867019653,0.4130711257457733,0.967003345489502,0.00010502660734346136
0.9432443380355835,0.8925855159759521,0.09598192572593689,0.4082808792591095,0.9422353506088257,0.9442556500434875,0.0017103482969105244,0.00085590616799891,1.336702823638916,0.4130711257457733,0.875130832195282,0.0008560107089579105
0.9433942437171936,0.892853319644928,0.09530021995306015,0.40835458040237427,0.9426160454750061,0.9441739320755005,0.006267713848501444,0.003143709385767579,1.306623101234436,0.4130711257457733,0.8339473605155945,0.00314567843452096
0.944634735584259,0.8950786590576172,0.09337688237428665,0.40832215547561646,0.943486750125885,0.9457855224609375,0.014009932056069374,0.007054382469505072,1.2278112173080444,0.4130711257457733,0.7516326904296875,0.007070865016430616
0.9462123513221741,0.8979155421257019,0.09109511226415634,0.4083321690559387,0.9447314739227295,0.9476980566978455,0.03417022526264191,0.017382092773914337,1.1746971607208252,0.4130711257457733,0.7147217392921448,0.017503531649708748
0.9465903043746948,0.8985966444015503,0.09019134938716888,0.4083884060382843,0.9456591606140137,0.9475234746932983,0.06147858873009682,0.031714171171188354,1.1314399242401123,0.4130711257457733,0.699792742729187,0.03215159848332405
0.9490476250648499,0.9030357599258423,0.08710426837205887,0.40855076909065247,0.9474923014640808,0.9506082534790039,0.055519115179777145,0.028552159667015076,1.1409610509872437,0.4130711257457733,0.7543830871582031,0.02882007509469986
0.9498215317726135,0.9044386148452759,0.0853675976395607,0.4083307683467865,0.9482767581939697,0.9513715505599976,0.06646284461021423,0.03437371551990509,1.1234012842178345,0.4130711257457733,0.7664222717285156,0.03473762422800064
0.9510907530784607,0.9067424535751343,0.0836506113409996,0.4083999991416931,0.9491973519325256,0.9529919028282166,0.05355066806077957,0.02751198224723339,1.1473302841186523,0.4130711257457733,0.7834058403968811,0.027722854167222977
0.951353907585144,0.9072210788726807,0.08328375965356827,0.40849775075912476,0.9497038722038269,0.9530097246170044,0.12288820743560791,0.06546665728092194,1.027287483215332,0.4130711257457733,0.8084250092506409,0.0664982944726944
0.9524311423301697,0.9091821312904358,0.08114691823720932,0.4085852801799774,0.9508024454116821,0.9540655016899109,0.21884432435035706,0.12286648154258728,0.9061277508735657,0.4130711257457733,0.8253673911094666,0.12614580988883972
0.9519706964492798,0.9083438515663147,0.08169558644294739,0.4085111916065216,0.9502676129341125,0.9536799788475037,0.24385115504264832,0.13885565102100372,0.8883280158042908,0.4130711257457733,0.8437185883522034,0.14252132177352905
0.9534323811531067,0.9110091328620911,0.07959333062171936,0.408597469329834,0.9517641663551331,0.9551065564155579,0.3127923011779785,0.18539053201675415,0.8332915902137756,0.4130711257457733,0.8121931552886963,0.19369392096996307
0.9550290107727051,0.9139292240142822,0.07741688191890717,0.4086318016052246,0.9535162448883057,0.9565467238426208,0.2328677922487259,0.13177725672721863,0.9182759523391724,0.4130711257457733,0.8726838827133179,0.13436032831668854
0.9550693035125732,0.9140026569366455,0.0772862359881401,0.40885213017463684,0.9534119963645935,0.956732451915741,0.2746010422706604,0.15915223956108093,0.8533873558044434,0.4130711257457733,0.8889522552490234,0.16238056123256683
0.9559876322746277,0.9156864285469055,0.0758170560002327,0.4087679386138916,0.9548059701919556,0.9571723341941833,0.3217410147190094,0.1917112171649933,0.7997346520423889,0.4130711257457733,0.9060040712356567,0.1956016719341278
0.9556388258934021,0.915046215057373,0.07566956430673599,0.4087948799133301,0.9534110426902771,0.9578770399093628,0.3692048490047455,0.2263956367969513,0.7481974363327026,0.4130711257457733,0.9102027416229248,0.23156780004501343
0.9566683769226074,0.9169366955757141,0.07415447384119034,0.4086848199367523,0.9551915526390076,0.9581499695777893,0.4751007854938507,0.31156209111213684,0.6243383884429932,0.4130711257457733,0.8937042355537415,0.32355186343193054
0.9560096859931946,0.9157266020774841,0.07436802983283997,0.4089193046092987,0.9541265368461609,0.9579004049301147,0.5271531343460083,0.3579145073890686,0.5577561259269714,0.4130711257457733,0.8925459980964661,0.37403133511543274
0.9567887783050537,0.9171574115753174,0.0732821524143219,0.40901315212249756,0.9555540680885315,0.9580267667770386,0.6349004507064819,0.4650947153568268,0.43709155917167664,0.41307151317596436,0.891327440738678,0.49305346608161926
0.9580063819885254,0.91939777135849,0.07204525172710419,0.4089469015598297,0.9560127854347229,0.9600085020065308,0.7086930274963379,0.5488184690475464,0.35270175337791443,0.4130711257457733,0.895490825176239,0.5863761305809021
0.9584934115409851,0.9202951192855835,0.07103981077671051,0.4091278910636902,0.956935703754425,0.9600563645362854,0.7664347290992737,0.6213167309761047,0.2939668595790863,0.41307196021080017,0.8836807012557983,0.6766566038131714
0.9597303867340088,0.9225788116455078,0.06947216391563416,0.40904107689857483,0.9581128358840942,0.9613534808158875,0.7930484414100647,0.6570674180984497,0.26990243792533875,0.41307494044303894,0.8861722350120544,0.7176355123519897
